Response,Submitted on,Kritik dan saran,Sentimen,tanggal,jam,hari,normalisasi,case_folding,tokenizing,filtering,stemming,clean_review,Sentimen_Biner
298660,2025-09-16 16:52:00,"Tanggapan saya untuk kegiatan ppkmb kemarin kurangnya kegiatan yang menarik dan mononton, sehingga peserta pkkmb kurang antusias mengikuti jalannya pkkmb",netral,2025-09-16,16,Tuesday,"Tanggapan saya untuk kegiatan ppkmb kemarin kurangnya kegiatan yang menarik dan mononton, sehingga peserta pkkmb kurang antusias mengikuti jalannya pkkmb",tanggapan saya untuk kegiatan ppkmb kemarin kurangnya kegiatan yang menarik dan mononton sehingga peserta pkkmb kurang antusias mengikuti jalannya pkkmb,"['tanggapan', 'saya', 'untuk', 'kegiatan', 'ppkmb', 'kemarin', 'kurangnya', 'kegiatan', 'yang', 'menarik', 'dan', 'mononton', 'sehingga', 'peserta', 'pkkmb', 'kurang', 'antusias', 'mengikuti', 'jalannya', 'pkkmb']","['tanggapan', 'kegiatan', 'ppkmb', 'kemarin', 'kurangnya', 'kegiatan', 'menarik', 'mononton', 'peserta', 'pkkmb', 'kurang', 'antusias', 'mengikuti', 'jalannya', 'pkkmb']","['tanggap', 'giat', 'ppkmb', 'kemarin', 'kurang', 'giat', 'tarik', 'mononton', 'serta', 'pkkmb', 'kurang', 'antusias', 'ikut', 'jalan', 'pkkmb']",tanggap giat ppkmb kemarin kurang giat tarik mononton serta pkkmb kurang antusias ikut jalan pkkmb,0
354922,2025-09-21 23:24:00,menurut saya masukanya untuk pertunjukan acara diadakan untuk semua jurusan jgn hanya yg dipodium,positif,2025-09-21,23,Sunday,menurut saya masukanya untuk pertunjukan acara diadakan untuk semua jurusan jangan hanya yang dipodium,menurut saya masukanya untuk pertunjukan acara diadakan untuk semua jurusan jangan hanya yang dipodium,"['menurut', 'saya', 'masukanya', 'untuk', 'pertunjukan', 'acara', 'diadakan', 'untuk', 'semua', 'jurusan', 'jangan', 'hanya', 'yang', 'dipodium']","['masukanya', 'pertunjukan', 'acara', 'diadakan', 'semua', 'jurusan', 'jangan', 'dipodium']","['masukanya', 'tunjuk', 'acara', 'ada', 'semua', 'jurus', 'jangan', 'podium']",masukanya tunjuk acara ada semua jurus jangan podium,1
346958,2025-09-21 02:26:00,Memiliki ilmu dan informasi tentang perkuliahan ,netral,2025-09-21,2,Sunday,Memiliki ilmu dan informasi tentang perkuliahan,memiliki ilmu dan informasi tentang perkuliahan,"['memiliki', 'ilmu', 'dan', 'informasi', 'tentang', 'perkuliahan']","['memiliki', 'ilmu', 'informasi', 'perkuliahan']","['milik', 'ilmu', 'informasi', 'kuliah']",milik ilmu informasi kuliah,0
335976,2025-09-20 08:30:00,sangat membantu ,positif,2025-09-20,8,Saturday,sangat membantu,sangat membantu,"['sangat', 'membantu']","['sangat', 'membantu']","['sangat', 'bantu']",sangat bantu,1
285368,2025-09-12 22:08:00,semuanya bagus ,positif,2025-09-12,22,Friday,semuanya bagus,semuanya bagus,"['semuanya', 'bagus']","['semuanya', 'bagus']","['semua', 'bagus']",semua bagus,1
352698,2025-09-21 13:41:00,bagus banget,positif,2025-09-21,13,Sunday,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,1
351482,2025-09-21 11:32:00,Bagus.,positif,2025-09-21,11,Sunday,Bagus.,bagus,['bagus'],['bagus'],['bagus'],bagus,1
281874,2025-09-12 09:05:00,Kegiatan yang diadakan baik dan cukup menarik akan tetapi kurang dalam hal hiburan,netral,2025-09-12,9,Friday,Kegiatan yang diadakan baik dan cukup menarik akan tetapi kurang dalam hal hiburan,kegiatan yang diadakan baik dan cukup menarik akan tetapi kurang dalam hal hiburan,"['kegiatan', 'yang', 'diadakan', 'baik', 'dan', 'cukup', 'menarik', 'akan', 'tetapi', 'kurang', 'dalam', 'hal', 'hiburan']","['kegiatan', 'diadakan', 'baik', 'cukup', 'menarik', 'kurang', 'hiburan']","['giat', 'ada', 'baik', 'cukup', 'tarik', 'kurang', 'hibur']",giat ada baik cukup tarik kurang hibur,0
311566,2025-09-18 15:39:00,pkkmb 2025 keren is the best,positif,2025-09-18,15,Thursday,pkkmb 2025 keren is the best,pkkmb  keren is the best,"['pkkmb', 'keren', 'is', 'the', 'best']","['pkkmb', 'keren', 'is', 'the', 'best']","['pkkmb', 'keren', 'is', 'the', 'best']",pkkmb keren is the best,1
313976,2025-09-18 19:59:00,"1. *Materi yang relevan*: Pastikan materi yang disampaikan relevan dengan kebutuhan mahasiswa baru, seperti pengenalan kampus, sistem akademik, dan kehidupan kemahasiswaan.  2. *Interaktif dan partisipatif*: Buat kegiatan yang interaktif dan partisipatif untuk meningkatkan keterlibatan mahasiswa baru.  3. *Pembicara yang kompeten*: Pilih pembicara yang kompeten dan berpengalaman dalam bidangnya untuk memberikan materi yang berkualitas.  4. *Kegiatan yang beragam*: Tawarkan kegiatan yang beragam, seperti diskusi, games, dan kegiatan sosial, untuk meningkatkan keseruan dan keterlibatan mahasiswa baru.  5. *Pemberian informasi yang jelas*: Berikan informasi yang jelas tentang kegiatan PKKMB, termasuk jadwal, lokasi, dan materi yang akan dibahas.  6. *Keterlibatan organisasi mahasiswa*: Libatkan organisasi mahasiswa dalam kegiatan PKKMB untuk memberikan kesempatan bagi mahasiswa baru untuk mengenal dan bergabung dengan organisasi yang sesuai dengan minatnya.",positif,2025-09-18,19,Thursday,"1. *Materi yang relevan*: Pastikan materi yang disampaikan relevan dengan kebutuhan mahasiswa baru, seperti pengenalan kampus, sistem akademik, dan kehidupan kemahasiswaan. 2. *Interaktif dan partisipatif*: Buat kegiatan yang interaktif dan partisipatif untuk meningkatkan keterlibatan mahasiswa baru. 3. *Pembicara yang kompeten*: Pilih pembicara yang kompeten dan berpengalaman dalam bidangnya untuk memberikan materi yang berkualitas. 4. *Kegiatan yang beragam*: Tawarkan kegiatan yang beragam, seperti diskusi, games, dan kegiatan sosial, untuk meningkatkan keseruan dan keterlibatan mahasiswa baru. 5. *Pemberian informasi yang jelas*: Berikan informasi yang jelas tentang kegiatan PKKMB, termasuk jadwal, lokasi, dan materi yang akan dibahas. 6. *Keterlibatan organisasi mahasiswa*: Libatkan organisasi mahasiswa dalam kegiatan PKKMB untuk memberikan kesempatan bagi mahasiswa baru untuk mengenal dan bergabung dengan organisasi yang sesuai dengan minatnya.", materi yang relevan pastikan materi yang disampaikan relevan dengan kebutuhan mahasiswa baru seperti pengenalan kampus sistem akademik dan kehidupan kemahasiswaan  interaktif dan partisipatif buat kegiatan yang interaktif dan partisipatif untuk meningkatkan keterlibatan mahasiswa baru  pembicara yang kompeten pilih pembicara yang kompeten dan berpengalaman dalam bidangnya untuk memberikan materi yang berkualitas  kegiatan yang beragam tawarkan kegiatan yang beragam seperti diskusi games dan kegiatan sosial untuk meningkatkan keseruan dan keterlibatan mahasiswa baru  pemberian informasi yang jelas berikan informasi yang jelas tentang kegiatan pkkmb termasuk jadwal lokasi dan materi yang akan dibahas  keterlibatan organisasi mahasiswa libatkan organisasi mahasiswa dalam kegiatan pkkmb untuk memberikan kesempatan bagi mahasiswa baru untuk mengenal dan bergabung dengan organisasi yang sesuai dengan minatnya,"['materi', 'yang', 'relevan', 'pastikan', 'materi', 'yang', 'disampaikan', 'relevan', 'dengan', 'kebutuhan', 'mahasiswa', 'baru', 'seperti', 'pengenalan', 'kampus', 'sistem', 'akademik', 'dan', 'kehidupan', 'kemahasiswaan', 'interaktif', 'dan', 'partisipatif', 'buat', 'kegiatan', 'yang', 'interaktif', 'dan', 'partisipatif', 'untuk', 'meningkatkan', 'keterlibatan', 'mahasiswa', 'baru', 'pembicara', 'yang', 'kompeten', 'pilih', 'pembicara', 'yang', 'kompeten', 'dan', 'berpengalaman', 'dalam', 'bidangnya', 'untuk', 'memberikan', 'materi', 'yang', 'berkualitas', 'kegiatan', 'yang', 'beragam', 'tawarkan', 'kegiatan', 'yang', 'beragam', 'seperti', 'diskusi', 'games', 'dan', 'kegiatan', 'sosial', 'untuk', 'meningkatkan', 'keseruan', 'dan', 'keterlibatan', 'mahasiswa', 'baru', 'pemberian', 'informasi', 'yang', 'jelas', 'berikan', 'informasi', 'yang', 'jelas', 'tentang', 'kegiatan', 'pkkmb', 'termasuk', 'jadwal', 'lokasi', 'dan', 'materi', 'yang', 'akan', 'dibahas', 'keterlibatan', 'organisasi', 'mahasiswa', 'libatkan', 'organisasi', 'mahasiswa', 'dalam', 'kegiatan', 'pkkmb', 'untuk', 'memberikan', 'kesempatan', 'bagi', 'mahasiswa', 'baru', 'untuk', 'mengenal', 'dan', 'bergabung', 'dengan', 'organisasi', 'yang', 'sesuai', 'dengan', 'minatnya']","['materi', 'relevan', 'pastikan', 'materi', 'disampaikan', 'relevan', 'kebutuhan', 'mahasiswa', 'baru', 'pengenalan', 'kampus', 'sistem', 'akademik', 'kehidupan', 'kemahasiswaan', 'interaktif', 'partisipatif', 'buat', 'kegiatan', 'interaktif', 'partisipatif', 'meningkatkan', 'keterlibatan', 'mahasiswa', 'baru', 'pembicara', 'kompeten', 'pilih', 'pembicara', 'kompeten', 'berpengalaman', 'bidangnya', 'memberikan', 'materi', 'berkualitas', 'kegiatan', 'beragam', 'tawarkan', 'kegiatan', 'beragam', 'diskusi', 'games', 'kegiatan', 'sosial', 'meningkatkan', 'keseruan', 'keterlibatan', 'mahasiswa', 'baru', 'pemberian', 'informasi', 'jelas', 'berikan', 'informasi', 'jelas', 'kegiatan', 'pkkmb', 'termasuk', 'jadwal', 'lokasi', 'materi', 'dibahas', 'keterlibatan', 'organisasi', 'mahasiswa', 'libatkan', 'organisasi', 'mahasiswa', 'kegiatan', 'pkkmb', 'memberikan', 'kesempatan', 'mahasiswa', 'baru', 'mengenal', 'bergabung', 'organisasi', 'sesuai', 'minatnya']","['materi', 'relevan', 'pasti', 'materi', 'sampai', 'relevan', 'butuh', 'mahasiswa', 'baru', 'kenal', 'kampus', 'sistem', 'akademik', 'hidup', 'mahasiswa', 'interaktif', 'partisipatif', 'buat', 'giat', 'interaktif', 'partisipatif', 'tingkat', 'libat', 'mahasiswa', 'baru', 'bicara', 'kompeten', 'pilih', 'bicara', 'kompeten', 'alam', 'bidang', 'beri', 'materi', 'kualitas', 'giat', 'agam', 'tawar', 'giat', 'agam', 'diskusi', 'games', 'giat', 'sosial', 'tingkat', 'seru', 'libat', 'mahasiswa', 'baru', 'beri', 'informasi', 'jelas', 'ikan', 'informasi', 'jelas', 'giat', 'pkkmb', 'masuk', 'jadwal', 'lokasi', 'materi', 'bahas', 'libat', 'organisasi', 'mahasiswa', 'libat', 'organisasi', 'mahasiswa', 'giat', 'pkkmb', 'beri', 'sempat', 'mahasiswa', 'baru', 'kenal', 'gabung', 'organisasi', 'sesuai', 'minat']",materi relevan pasti materi sampai relevan butuh mahasiswa baru kenal kampus sistem akademik hidup mahasiswa interaktif partisipatif buat giat interaktif partisipatif tingkat libat mahasiswa baru bicara kompeten pilih bicara kompeten alam bidang beri materi kualitas giat agam tawar giat agam diskusi games giat sosial tingkat seru libat mahasiswa baru beri informasi jelas ikan informasi jelas giat pkkmb masuk jadwal lokasi materi bahas libat organisasi mahasiswa libat organisasi mahasiswa giat pkkmb beri sempat mahasiswa baru kenal gabung organisasi sesuai minat,1
346776,2025-09-21 02:11:00,"untuk tahun depan atau untuk maba tahun depan, PKKMB nya tolong jangan dibuat duduk di lantai pak/buk soalnyaa kita nya jadi kurang nyaman, badan jadi sakit semua",netral,2025-09-21,2,Sunday,"untuk tahun depan atau untuk maba tahun depan, PKKMB nya tolong jangan dibuat duduk di lantai pak/buk soalnyaa kita nya jadi kurang nyaman, badan jadi sakit semua",untuk tahun depan atau untuk maba tahun depan pkkmb nya tolong jangan dibuat duduk di lantai pakbuk soalnyaa kita nya jadi kurang nyaman badan jadi sakit semua,"['untuk', 'tahun', 'depan', 'atau', 'untuk', 'maba', 'tahun', 'depan', 'pkkmb', 'nya', 'tolong', 'jangan', 'dibuat', 'duduk', 'di', 'lantai', 'pakbuk', 'soalnyaa', 'kita', 'nya', 'jadi', 'kurang', 'nyaman', 'badan', 'jadi', 'sakit', 'semua']","['tahun', 'depan', 'maba', 'tahun', 'depan', 'pkkmb', 'nya', 'jangan', 'dibuat', 'duduk', 'lantai', 'pakbuk', 'soalnyaa', 'nya', 'jadi', 'kurang', 'nyaman', 'badan', 'jadi', 'sakit', 'semua']","['tahun', 'depan', 'maba', 'tahun', 'depan', 'pkkmb', 'nya', 'jangan', 'buat', 'duduk', 'lantai', 'pakbuk', 'soalnyaa', 'nya', 'jadi', 'kurang', 'nyaman', 'badan', 'jadi', 'sakit', 'semua']",tahun depan maba tahun depan pkkmb nya jangan buat duduk lantai pakbuk soalnyaa nya jadi kurang nyaman badan jadi sakit semua,0
328046,2025-09-19 22:14:00,Lebih proper lagi,netral,2025-09-19,22,Friday,Lebih proper lagi,lebih proper lagi,"['lebih', 'proper', 'lagi']","['lebih', 'proper']","['lebih', 'proper']",lebih proper,0
298632,2025-09-16 16:50:00,"Dengan adanya pkkmb memudahkan segala aktivitas memulai perkuliahan bagi mahasiswa baru, materi yang dibawakan pemateri cukup mudah dimengerti",positif,2025-09-16,16,Tuesday,"Dengan adanya pkkmb memudahkan segala aktivitas memulai perkuliahan bagi mahasiswa baru, materi yang dibawakan pemateri cukup mudah dimengerti",dengan adanya pkkmb memudahkan segala aktivitas memulai perkuliahan bagi mahasiswa baru materi yang dibawakan pemateri cukup mudah dimengerti,"['dengan', 'adanya', 'pkkmb', 'memudahkan', 'segala', 'aktivitas', 'memulai', 'perkuliahan', 'bagi', 'mahasiswa', 'baru', 'materi', 'yang', 'dibawakan', 'pemateri', 'cukup', 'mudah', 'dimengerti']","['adanya', 'pkkmb', 'memudahkan', 'segala', 'aktivitas', 'memulai', 'perkuliahan', 'mahasiswa', 'baru', 'materi', 'dibawakan', 'pemateri', 'cukup', 'mudah', 'dimengerti']","['ada', 'pkkmb', 'mudah', 'segala', 'aktivitas', 'mulai', 'kuliah', 'mahasiswa', 'baru', 'materi', 'bawa', 'materi', 'cukup', 'mudah', 'erti']",ada pkkmb mudah segala aktivitas mulai kuliah mahasiswa baru materi bawa materi cukup mudah erti,1
310112,2025-09-18 12:53:00,Sangat membantu mahasiswa baru dalam memulai dunia perkuliahan,positif,2025-09-18,12,Thursday,Sangat membantu mahasiswa baru dalam memulai dunia perkuliahan,sangat membantu mahasiswa baru dalam memulai dunia perkuliahan,"['sangat', 'membantu', 'mahasiswa', 'baru', 'dalam', 'memulai', 'dunia', 'perkuliahan']","['sangat', 'membantu', 'mahasiswa', 'baru', 'memulai', 'dunia', 'perkuliahan']","['sangat', 'bantu', 'mahasiswa', 'baru', 'mulai', 'dunia', 'kuliah']",sangat bantu mahasiswa baru mulai dunia kuliah,1
313852,2025-09-18 19:42:00,Seruu dan sangat menginspirasi ,positif,2025-09-18,19,Thursday,Seruu dan sangat menginspirasi,seruu dan sangat menginspirasi,"['seruu', 'dan', 'sangat', 'menginspirasi']","['seruu', 'sangat', 'menginspirasi']","['seruu', 'sangat', 'inspirasi']",seruu sangat inspirasi,1
317716,2025-09-19 02:49:00,Kegiatan nya sangat membantu mahasiswa baru dalam memulai dan mengenal lingkungan kampus,positif,2025-09-19,2,Friday,Kegiatan nya sangat membantu mahasiswa baru dalam memulai dan mengenal lingkungan kampus,kegiatan nya sangat membantu mahasiswa baru dalam memulai dan mengenal lingkungan kampus,"['kegiatan', 'nya', 'sangat', 'membantu', 'mahasiswa', 'baru', 'dalam', 'memulai', 'dan', 'mengenal', 'lingkungan', 'kampus']","['kegiatan', 'nya', 'sangat', 'membantu', 'mahasiswa', 'baru', 'memulai', 'mengenal', 'lingkungan', 'kampus']","['giat', 'nya', 'sangat', 'bantu', 'mahasiswa', 'baru', 'mulai', 'kenal', 'lingkung', 'kampus']",giat nya sangat bantu mahasiswa baru mulai kenal lingkung kampus,1
301226,2025-09-16 23:09:00,"PKB sangat membantu para maba untuk mengenal lingkungan kampus, materi yg di sampaikan oleh pemateri cukup jelass. ",positif,2025-09-16,23,Tuesday,"PKB sangat membantu para maba untuk mengenal lingkungan kampus, materi yang di sampaikan oleh pemateri cukup jelass.",pkb sangat membantu para maba untuk mengenal lingkungan kampus materi yang di sampaikan oleh pemateri cukup jelass,"['pkb', 'sangat', 'membantu', 'para', 'maba', 'untuk', 'mengenal', 'lingkungan', 'kampus', 'materi', 'yang', 'di', 'sampaikan', 'oleh', 'pemateri', 'cukup', 'jelass']","['pkb', 'sangat', 'membantu', 'maba', 'mengenal', 'lingkungan', 'kampus', 'materi', 'sampaikan', 'pemateri', 'cukup', 'jelass']","['pkb', 'sangat', 'bantu', 'maba', 'kenal', 'lingkung', 'kampus', 'materi', 'sampai', 'materi', 'cukup', 'jelass']",pkb sangat bantu maba kenal lingkung kampus materi sampai materi cukup jelass,1
338078,2025-09-20 11:58:00,ngelag masuk link spmb nya,negatif,2025-09-20,11,Saturday,ngelag masuk link spmb nya,ngelag masuk link spmb nya,"['ngelag', 'masuk', 'link', 'spmb', 'nya']","['ngelag', 'masuk', 'link', 'spmb', 'nya']","['ngelag', 'masuk', 'link', 'spmb', 'nya']",ngelag masuk link spmb nya,-1
297434,2025-09-16 13:51:00,"Semoga kedepannya lebih baik lagi, dan bisa PKKMB offline semua reguler",positif,2025-09-16,13,Tuesday,"Semoga kedepannya lebih baik lagi, dan bisa PKKMB offline semua reguler",semoga kedepannya lebih baik lagi dan bisa pkkmb offline semua reguler,"['semoga', 'kedepannya', 'lebih', 'baik', 'lagi', 'dan', 'bisa', 'pkkmb', 'offline', 'semua', 'reguler']","['semoga', 'kedepannya', 'lebih', 'baik', 'pkkmb', 'offline', 'semua', 'reguler']","['moga', 'depan', 'lebih', 'baik', 'pkkmb', 'offline', 'semua', 'reguler']",moga depan lebih baik pkkmb offline semua reguler,1
352258,2025-09-21 12:44:00,seru tapi sayang nya pas pkkmb saya online atau daring jadi tidak merasakan secara langsung,positif,2025-09-21,12,Sunday,seru tapi sayang nya pas pkkmb saya online atau daring jadi tidak merasakan secara langsung,seru tapi sayang nya pas pkkmb saya online atau daring jadi tidak merasakan secara langsung,"['seru', 'tapi', 'sayang', 'nya', 'pas', 'pkkmb', 'saya', 'online', 'atau', 'daring', 'jadi', 'tidak', 'merasakan', 'secara', 'langsung']","['seru', 'sayang', 'nya', 'pas', 'pkkmb', 'online', 'daring', 'jadi', 'tidak', 'merasakan', 'langsung']","['seru', 'sayang', 'nya', 'pas', 'pkkmb', 'online', 'daring', 'jadi', 'tidak', 'rasa', 'langsung']",seru sayang nya pas pkkmb online daring jadi tidak rasa langsung,1
298896,2025-09-16 17:32:00,tetap semangat dan jangan pernah menyerah,netral,2025-09-16,17,Tuesday,tetap semangat dan jangan pernah menyerah,tetap semangat dan jangan pernah menyerah,"['tetap', 'semangat', 'dan', 'jangan', 'pernah', 'menyerah']","['tetap', 'semangat', 'jangan', 'pernah', 'menyerah']","['tetap', 'semangat', 'jangan', 'pernah', 'serah']",tetap semangat jangan pernah serah,0
352200,2025-09-21 12:38:00,Semoga makin jaya jaya jayaa,netral,2025-09-21,12,Sunday,Semoga makin jaya jaya jayaa,semoga makin jaya jaya jayaa,"['semoga', 'makin', 'jaya', 'jaya', 'jayaa']","['semoga', 'makin', 'jaya', 'jaya', 'jayaa']","['moga', 'makin', 'jaya', 'jaya', 'jayaa']",moga makin jaya jaya jayaa,0
353860,2025-09-21 17:48:00,tidak perlu sudah bagus,positif,2025-09-21,17,Sunday,tidak perlu sudah bagus,tidak perlu sudah bagus,"['tidak', 'perlu', 'sudah', 'bagus']","['tidak', 'perlu', 'bagus']","['tidak', 'perlu', 'bagus']",tidak perlu bagus,1
291712,2025-09-15 16:33:00,semoga pkkmb kedepannya lebih meriah lagi daripada pkkmb sebelumnya,netral,2025-09-15,16,Monday,semoga pkkmb kedepannya lebih meriah lagi daripada pkkmb sebelumnya,semoga pkkmb kedepannya lebih meriah lagi daripada pkkmb sebelumnya,"['semoga', 'pkkmb', 'kedepannya', 'lebih', 'meriah', 'lagi', 'daripada', 'pkkmb', 'sebelumnya']","['semoga', 'pkkmb', 'kedepannya', 'lebih', 'meriah', 'pkkmb', 'sebelumnya']","['moga', 'pkkmb', 'depan', 'lebih', 'riah', 'pkkmb', 'belum']",moga pkkmb depan lebih riah pkkmb belum,0
291720,2025-09-15 16:34:00,semoga kedepannya acara pkkmb ini lebih meriah lagi dari sebelumnya,netral,2025-09-15,16,Monday,semoga kedepannya acara pkkmb ini lebih meriah lagi dari sebelumnya,semoga kedepannya acara pkkmb ini lebih meriah lagi dari sebelumnya,"['semoga', 'kedepannya', 'acara', 'pkkmb', 'ini', 'lebih', 'meriah', 'lagi', 'dari', 'sebelumnya']","['semoga', 'kedepannya', 'acara', 'pkkmb', 'lebih', 'meriah', 'sebelumnya']","['moga', 'depan', 'acara', 'pkkmb', 'lebih', 'riah', 'belum']",moga depan acara pkkmb lebih riah belum,0
307090,2025-09-18 00:28:00,"Materi Kegiatan    Lebih relevan dengan kebutuhan mahasiswa UNPAM  misalnya pengenalan dunia kerja di sekitar Tangerang & Jakarta, peluang magang, dan pengembangan karier.    Pembekalan soft skills  public speaking, manajemen waktu, teamwork, dan literasi digital, karena ini sangat penting bagi mahasiswa UNPAM yang banyak juga bekerja sambil kuliah.    Pengenalan layanan kampus cara mengakses sistem akademik (SIAKAD), beasiswa, layanan perpustakaan, hingga info UKM.    Metode Pelaksanaan    Kurangi ceramah satu arah mahasiswa baru cenderung bosan kalau hanya mendengar. Bisa diganti dengan talkshow interaktif atau simulasi    Melibatkan alumni UNPAM untuk sharing pengalaman nyata, baik di dunia kerja maupun dalam organisasi kampus.",netral,2025-09-18,0,Thursday,"Materi Kegiatan Lebih relevan dengan kebutuhan mahasiswa UNPAM misalnya pengenalan dunia kerja di sekitar Tangerang & Jakarta, peluang magang, dan pengembangan karier. Pembekalan soft skills public speaking, manajemen waktu, teamwork, dan literasi digital, karena ini sangat penting bagi mahasiswa UNPAM yang banyak juga bekerja sambil kuliah. Pengenalan layanan kampus cara mengakses sistem akademik (SIAKAD), beasiswa, layanan perpustakaan, hingga info UKM. Metode Pelaksanaan Kurangi ceramah satu arah mahasiswa baru cenderung bosan kalau hanya mendengar. Bisa diganti dengan talkshow interaktif atau simulasi Melibatkan alumni UNPAM untuk sharing pengalaman nyata, baik di dunia kerja maupun dalam organisasi kampus.",materi kegiatan lebih relevan dengan kebutuhan mahasiswa unpam misalnya pengenalan dunia kerja di sekitar tangerang  jakarta peluang magang dan pengembangan karier pembekalan soft skills public speaking manajemen waktu teamwork dan literasi digital karena ini sangat penting bagi mahasiswa unpam yang banyak juga bekerja sambil kuliah pengenalan layanan kampus cara mengakses sistem akademik siakad beasiswa layanan perpustakaan hingga info ukm metode pelaksanaan kurangi ceramah satu arah mahasiswa baru cenderung bosan kalau hanya mendengar bisa diganti dengan talkshow interaktif atau simulasi melibatkan alumni unpam untuk sharing pengalaman nyata baik di dunia kerja maupun dalam organisasi kampus,"['materi', 'kegiatan', 'lebih', 'relevan', 'dengan', 'kebutuhan', 'mahasiswa', 'unpam', 'misalnya', 'pengenalan', 'dunia', 'kerja', 'di', 'sekitar', 'tangerang', 'jakarta', 'peluang', 'magang', 'dan', 'pengembangan', 'karier', 'pembekalan', 'soft', 'skills', 'public', 'speaking', 'manajemen', 'waktu', 'teamwork', 'dan', 'literasi', 'digital', 'karena', 'ini', 'sangat', 'penting', 'bagi', 'mahasiswa', 'unpam', 'yang', 'banyak', 'juga', 'bekerja', 'sambil', 'kuliah', 'pengenalan', 'layanan', 'kampus', 'cara', 'mengakses', 'sistem', 'akademik', 'siakad', 'beasiswa', 'layanan', 'perpustakaan', 'hingga', 'info', 'ukm', 'metode', 'pelaksanaan', 'kurangi', 'ceramah', 'satu', 'arah', 'mahasiswa', 'baru', 'cenderung', 'bosan', 'kalau', 'hanya', 'mendengar', 'bisa', 'diganti', 'dengan', 'talkshow', 'interaktif', 'atau', 'simulasi', 'melibatkan', 'alumni', 'unpam', 'untuk', 'sharing', 'pengalaman', 'nyata', 'baik', 'di', 'dunia', 'kerja', 'maupun', 'dalam', 'organisasi', 'kampus']","['materi', 'kegiatan', 'lebih', 'relevan', 'kebutuhan', 'mahasiswa', 'unpam', 'misalnya', 'pengenalan', 'dunia', 'kerja', 'tangerang', 'jakarta', 'peluang', 'magang', 'pengembangan', 'karier', 'pembekalan', 'soft', 'skills', 'public', 'speaking', 'manajemen', 'waktu', 'teamwork', 'literasi', 'digital', 'sangat', 'penting', 'mahasiswa', 'unpam', 'banyak', 'bekerja', 'kuliah', 'pengenalan', 'layanan', 'kampus', 'cara', 'mengakses', 'sistem', 'akademik', 'siakad', 'beasiswa', 'layanan', 'perpustakaan', 'hingga', 'info', 'ukm', 'metode', 'pelaksanaan', 'kurangi', 'ceramah', 'satu', 'arah', 'mahasiswa', 'baru', 'cenderung', 'bosan', 'kalau', 'mendengar', 'diganti', 'talkshow', 'interaktif', 'simulasi', 'melibatkan', 'alumni', 'unpam', 'sharing', 'pengalaman', 'nyata', 'baik', 'dunia', 'kerja', 'maupun', 'organisasi', 'kampus']","['materi', 'giat', 'lebih', 'relevan', 'butuh', 'mahasiswa', 'unpam', 'misal', 'kenal', 'dunia', 'kerja', 'tangerang', 'jakarta', 'peluang', 'magang', 'kembang', 'karier', 'bekal', 'soft', 'skills', 'public', 'speaking', 'manajemen', 'waktu', 'teamwork', 'literasi', 'digital', 'sangat', 'penting', 'mahasiswa', 'unpam', 'banyak', 'kerja', 'kuliah', 'kenal', 'layan', 'kampus', 'cara', 'akses', 'sistem', 'akademik', 'siakad', 'beasiswa', 'layan', 'pustaka', 'hingga', 'info', 'ukm', 'metode', 'laksana', 'kurang', 'ceramah', 'satu', 'arah', 'mahasiswa', 'baru', 'cenderung', 'bosan', 'kalau', 'dengar', 'ganti', 'talkshow', 'interaktif', 'simulasi', 'libat', 'alumni', 'unpam', 'sharing', 'alam', 'nyata', 'baik', 'dunia', 'kerja', 'maupun', 'organisasi', 'kampus']",materi giat lebih relevan butuh mahasiswa unpam misal kenal dunia kerja tangerang jakarta peluang magang kembang karier bekal soft skills public speaking manajemen waktu teamwork literasi digital sangat penting mahasiswa unpam banyak kerja kuliah kenal layan kampus cara akses sistem akademik siakad beasiswa layan pustaka hingga info ukm metode laksana kurang ceramah satu arah mahasiswa baru cenderung bosan kalau dengar ganti talkshow interaktif simulasi libat alumni unpam sharing alam nyata baik dunia kerja maupun organisasi kampus,0
